Local,ID,Region,Estado,Ciudad,Precio por unidad,Cantidad vendida,Total vendido,Ganacias,Margen de operacion,Tipo de venta,Genero,Tipo de ropa,Año,Mes,Dia
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,30.000000000000004,175,52500.00000000001,15750.000000000002,0.3,In-store,Femenino,Calzado,2020,10,31
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,35,25,8750,3062.5000000000005,0.35000000000000003,In-store,Femenino,Calzado,2020,11,1
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,50,75,37500,11250,0.3,In-store,Masculino,Vestir,2020,11,2
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,40,175,70000,31500,0.45,In-store,Femenino,Vestir,2020,11,3
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,40,400,160000,56000.00000000001,0.35000000000000003,In-store,Masculino,Calzado,2020,11,4
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,40,100,40000,12000,0.3,In-store,Masculino,Calzado,2020,11,5
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,30.000000000000004,100,30000.000000000004,9000,0.3,In-store,Femenino,Calzado,2020,11,6
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,35,25,8750,3062.5000000000005,0.35000000000000003,In-store,Femenino,Calzado,2020,11,7
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,50,50,25000,7500,0.3,In-store,Masculino,Vestir,2020,11,8
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,40,175,70000,31500,0.45,In-store,Femenino,Vestir,2020,11,9
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,50,445,222500,77875.00000000001,0.35000000000000003,In-store,Masculino,Calzado,2020,11,10
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,45.00000000000001,150,67500.00000000001,20250.000000000004,0.3,In-store,Masculino,Calzado,2020,11,11
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,40,125,50000,15000,0.3,In-store,Femenino,Calzado,2020,11,12
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,40,50,20000,7000.000000000001,0.35000000000000003,In-store,Femenino,Calzado,2020,11,13
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,54.99999999999999,75,41249.99999999999,12374.999999999998,0.3,In-store,Masculino,Vestir,2020,11,14
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,60,175,105000,47250,0.45,In-store,Femenino,Vestir,2020,11,15
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,45,425,191250,66937.5,0.35000000000000003,Outlet,Masculino,Calzado,2020,11,16
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,40.00000000000001,175,70000.00000000001,21000.000000000004,0.3,Outlet,Masculino,Calzado,2020,11,17
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,35,175,61250,18375,0.3,Outlet,Femenino,Calzado,2020,11,18
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,35,150,52500,18375,0.35000000000000003,Outlet,Femenino,Calzado,2020,11,19
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,50,150,75000,22500,0.3,Outlet,Masculino,Vestir,2020,11,20
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,55.00000000000001,325,178750.00000000003,80437.50000000001,0.45,Outlet,Femenino,Vestir,2020,11,21
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,50,550,275000,96250.00000000001,0.35000000000000003,Outlet,Masculino,Calzado,2020,11,22
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,45.00000000000001,300,135000.00000000003,40500.00000000001,0.3,Outlet,Masculino,Calzado,2020,11,23
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,40,225,90000,27000,0.3,Outlet,Femenino,Calzado,2020,11,24
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,40,175,70000,24500.000000000004,0.35000000000000003,Outlet,Femenino,Calzado,2020,11,25
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,50,200,100000,30000,0.3,Outlet,Masculino,Vestir,2020,11,26
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,55.00000000000001,375,206250.00000000003,92812.50000000001,0.45,Outlet,Femenino,Vestir,2020,11,27
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,50,525,262500,91875.00000000001,0.35000000000000003,Outlet,Masculino,Calzado,2020,11,28
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,45.00000000000001,300,135000.00000000003,40500.00000000001,0.3,Outlet,Masculino,Calzado,2020,11,29
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,40,225,90000,27000,0.3,Outlet,Femenino,Calzado,2020,11,30
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,35,175,61250,21437.500000000004,0.35000000000000003,Outlet,Femenino,Calzado,2020,12,1
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,45,150,67500,20250,0.3,Outlet,Masculino,Vestir,2020,12,2
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,50,325,162500,73125,0.45,Outlet,Femenino,Vestir,2020,12,3
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,45,450,202500,70875,0.35000000000000003,Outlet,Masculino,Calzado,2020,12,4
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,40.00000000000001,250,100000.00000000001,30000.000000000004,0.3,Outlet,Masculino,Calzado,2020,12,5
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,25,150,37500,11250,0.3,Outlet,Femenino,Calzado,2020,12,6
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,25,125,31250,10937.500000000002,0.35000000000000003,Outlet,Femenino,Calzado,2020,12,7
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,35,125,43750,13125,0.3,Outlet,Masculino,Vestir,2020,12,8
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,40,200,80000,36000,0.45,Outlet,Femenino,Vestir,2020,12,9
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,44.99999999999999,375,168749.99999999997,59062.49999999999,0.35000000000000003,Outlet,Masculino,Calzado,2020,12,10
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,35,200,70000,21000,0.3,Outlet,Masculino,Calzado,2020,12,11
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,35,100,35000,10500,0.3,Outlet,Femenino,Calzado,2020,12,12
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,35,75,26250,9187.5,0.35000000000000003,Outlet,Femenino,Calzado,2020,12,13
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,44.99999999999999,75,33749.99999999999,10124.999999999998,0.3,Outlet,Masculino,Vestir,2020,12,14
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,49.999999999999986,200,99999.99999999997,44999.999999999985,0.45,Outlet,Femenino,Vestir,2020,12,15
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,50,350,175000,61250.00000000001,0.35000000000000003,Outlet,Masculino,Calzado,2020,12,16
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,40,200,80000,24000,0.3,Outlet,Masculino,Calzado,2020,12,17
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,40,145,58000,17400,0.3,Outlet,Femenino,Calzado,2020,12,18
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,40,150,60000,21000.000000000004,0.35000000000000003,Outlet,Femenino,Calzado,2020,12,19
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,54.99999999999999,125,68749.99999999999,20624.999999999996,0.3,Outlet,Masculino,Vestir,2020,12,20
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,59.999999999999986,225,134999.99999999997,60749.999999999985,0.45,Outlet,Femenino,Vestir,2020,12,21
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,54.99999999999999,475,261249.99999999997,91437.5,0.35000000000000003,Outlet,Masculino,Calzado,2020,12,22
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,45,275,123750,37125,0.3,Outlet,Masculino,Calzado,2020,12,23
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,45,225,101250,30375,0.3,Outlet,Femenino,Calzado,2020,12,24
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,45,175,78750,27562.500000000004,0.35000000000000003,Outlet,Femenino,Calzado,2020,12,25
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,54.99999999999999,175,96249.99999999999,28874.999999999996,0.3,Outlet,Masculino,Vestir,2020,12,26
Foot Locker,1185732,Midwest,Minnesota,Minneapolis,59.999999999999986,275,164999.99999999997,74249.99999999999,0.45,Outlet,Femenino,Vestir,2020,12,27
Kohl's,1189833,Midwest,Minnesota,Minneapolis,35,475,166250,74812.5,0.45,Outlet,Masculino,Calzado,2020,12,28
Kohl's,1189833,Midwest,Minnesota,Minneapolis,45,475,213750,64125,0.3,Outlet,Masculino,Calzado,2020,12,29
Kohl's,1189833,Midwest,Minnesota,Minneapolis,45,475,213750,96187.5,0.45,Outlet,Femenino,Calzado,2020,12,30
Kohl's,1189833,Midwest,Minnesota,Minneapolis,45,325,146250,58499.99999999999,0.39999999999999997,Outlet,Femenino,Calzado,2020,12,31
Kohl's,1189833,Midwest,Montana,Billings,50,275,137500,82500.00000000001,0.6000000000000001,Outlet,Masculino,Vestir,2021,1,1
Kohl's,1189833,Midwest,Montana,Billings,45,475,213750,53437.5,0.25,Outlet,Femenino,Vestir,2021,1,2
Kohl's,1189833,Midwest,Montana,Billings,35,525,183750,82687.5,0.45,Outlet,Masculino,Calzado,2021,1,3
Kohl's,1189833,Midwest,Montana,Billings,45,425,191250,57375,0.3,Outlet,Masculino,Calzado,2021,1,4
Kohl's,1189833,Midwest,Montana,Billings,45,450,202500,91125,0.45,Outlet,Femenino,Calzado,2021,1,5
Kohl's,1189833,Midwest,Montana,Billings,45,300,135000,53999.99999999999,0.39999999999999997,Outlet,Femenino,Calzado,2021,1,6
Kohl's,1189833,Midwest,Montana,Billings,50,225,112500,67500.00000000001,0.6000000000000001,Outlet,Masculino,Vestir,2021,1,7
Kohl's,1189833,Midwest,Montana,Billings,45,425,191250,47812.5,0.25,Outlet,Femenino,Vestir,2021,1,8
Kohl's,1189833,Midwest,Montana,Billings,35,575,201250,90562.5,0.45,Outlet,Masculino,Calzado,2021,1,9
Kohl's,1189833,Midwest,Montana,Billings,45,425,191250,57375,0.3,Outlet,Masculino,Calzado,2021,1,10
Kohl's,1189833,Midwest,Montana,Billings,45,425,191250,86062.5,0.45,Outlet,Femenino,Calzado,2021,1,11
Kohl's,1189833,Midwest,Montana,Billings,45,325,146250,58499.99999999999,0.39999999999999997,Outlet,Femenino,Calzado,2021,1,12
Kohl's,1189833,Midwest,Montana,Billings,50,200,100000,60000.00000000001,0.6000000000000001,Outlet,Masculino,Vestir,2021,1,13
Kohl's,1189833,Midwest,Montana,Billings,45,400,180000,45000,0.25,Outlet,Femenino,Vestir,2021,1,14
Kohl's,1189833,Midwest,Montana,Billings,45,575,258750,116437.5,0.45,Outlet,Masculino,Calzado,2021,1,15
Kohl's,1189833,Midwest,Montana,Billings,45,375,168750,50625,0.3,Outlet,Masculino,Calzado,2021,1,16
Kohl's,1189833,Midwest,Montana,Billings,45,400,180000,81000,0.45,Outlet,Femenino,Calzado,2021,1,17
Kohl's,1189833,Midwest,Montana,Billings,40,300,120000,47999.99999999999,0.39999999999999997,Outlet,Femenino,Calzado,2021,1,18
Kohl's,1189833,Midwest,Montana,Billings,45,200,90000,54000.00000000001,0.6000000000000001,Outlet,Masculino,Vestir,2021,1,19
Kohl's,1189833,Midwest,Montana,Billings,60,375,225000,56250,0.25,Outlet,Femenino,Vestir,2021,1,20
Kohl's,1189833,Midwest,Montana,Billings,40,575,230000,103500,0.45,Outlet,Masculino,Calzado,2021,1,21
Kohl's,1189833,Midwest,Montana,Billings,45,425,191250,57375,0.3,Outlet,Masculino,Calzado,2021,1,22
Kohl's,1189833,Midwest,Montana,Billings,45,425,191250,86062.5,0.45,Outlet,Femenino,Calzado,2021,1,23
Kohl's,1189833,Midwest,Montana,Billings,40,325,130000,51999.99999999999,0.39999999999999997,Outlet,Femenino,Calzado,2021,1,24
Kohl's,1189833,Midwest,Montana,Billings,45,225,101250,60750.00000000001,0.6000000000000001,Outlet,Masculino,Vestir,2021,1,25
Kohl's,1189833,Midwest,Montana,Billings,60,400,240000,60000,0.25,Outlet,Femenino,Vestir,2021,1,26
Kohl's,1189833,Midwest,Montana,Billings,40,675,270000,121500,0.45,Outlet,Masculino,Calzado,2021,1,27
Kohl's,1189833,Midwest,Montana,Billings,45,525,236250,70875,0.3,Outlet,Masculino,Calzado,2021,1,28
Kohl's,1189833,Midwest,Montana,Billings,45,550,247500,111375,0.45,Outlet,Femenino,Calzado,2021,1,29
Kohl's,1189833,Midwest,Montana,Billings,40,425,170000,68000,0.39999999999999997,Outlet,Femenino,Calzado,2021,1,30
Kohl's,1189833,Midwest,Montana,Billings,45,300,135000,81000.00000000001,0.6000000000000001,Outlet,Masculino,Vestir,2021,1,31
Kohl's,1189833,Midwest,Montana,Billings,60,600,360000,90000,0.25,Outlet,Femenino,Vestir,2021,2,1
Kohl's,1189833,Midwest,Montana,Billings,40,750,300000,135000,0.45,Outlet,Masculino,Calzado,2021,2,2
Kohl's,1189833,Midwest,Montana,Billings,45,600,270000,81000,0.3,Outlet,Masculino,Calzado,2021,2,3
Kohl's,1189833,Midwest,Montana,Billings,45,550,247500,111375,0.45,Outlet,Femenino,Calzado,2021,2,4
Kohl's,1189833,Midwest,Montana,Billings,40,450,180000,72000,0.39999999999999997,Outlet,Femenino,Calzado,2021,2,5
Kohl's,1189833,Midwest,Montana,Billings,45,475,213750,128250.00000000001,0.6000000000000001,Outlet,Masculino,Vestir,2021,2,6
Kohl's,1189833,Midwest,Montana,Billings,60,475,285000,71250,0.25,Outlet,Femenino,Vestir,2021,2,7
Kohl's,1189833,Midwest,Montana,Billings,45,675,303750,136687.5,0.45,Outlet,Masculino,Calzado,2021,2,8
Kohl's,1189833,Midwest,Montana,Billings,55.00000000000001,625,343750.00000000006,103125.00000000001,0.3,Outlet,Masculino,Calzado,2021,2,9
Kohl's,1189833,Midwest,Montana,Billings,50,500,250000,112500,0.45,Outlet,Femenino,Calzado,2021,2,10
Kohl's,1189833,Midwest,Montana,Billings,45,425,191250,76500,0.39999999999999997,Outlet,Femenino,Calzado,2021,2,11
Kohl's,1189833,Midwest,Montana,Billings,54.99999999999999,425,233749.99999999997,140250,0.6000000000000001,Outlet,Masculino,Vestir,2021,2,12
Kohl's,1189833,Midwest,Montana,Billings,60,400,240000,60000,0.25,Outlet,Femenino,Vestir,2021,2,13
Kohl's,1189833,Midwest,Montana,Billings,45,600,270000,121500,0.45,Outlet,Masculino,Calzado,2021,2,14
Kohl's,1189833,Midwest,Montana,Billings,50,600,300000,90000,0.3,Outlet,Masculino,Calzado,2021,2,15
Kohl's,1189833,Midwest,Montana,Billings,45,450,202500,91125,0.45,Outlet,Femenino,Calzado,2021,2,16
Kohl's,1189833,Midwest,Montana,Billings,45,400,180000,72000,0.39999999999999997,Outlet,Femenino,Calzado,2021,2,17
Kohl's,1189833,Midwest,Montana,Billings,54.99999999999999,400,219999.99999999997,132000,0.6000000000000001,Outlet,Masculino,Vestir,2021,2,18
Kohl's,1189833,Midwest,Montana,Billings,60,450,270000,67500,0.25,Outlet,Femenino,Vestir,2021,2,19
Kohl's,1189833,Midwest,Montana,Billings,45,550,247500,111375,0.45,Outlet,Masculino,Calzado,2021,2,20
Kohl's,1189833,Midwest,Montana,Billings,50,550,275000,82500,0.3,Outlet,Masculino,Calzado,2021,2,21
Kohl's,1189833,Midwest,Montana,Billings,45,400,180000,81000,0.45,Outlet,Femenino,Calzado,2021,2,22
Kohl's,1189833,Midwest,Montana,Billings,45,375,168750,67500,0.39999999999999997,Outlet,Femenino,Calzado,2021,2,23
Kohl's,1189833,Midwest,Montana,Billings,54.99999999999999,350,192499.99999999997,115500,0.6000000000000001,Outlet,Masculino,Vestir,2021,2,24
Kohl's,1189833,Midwest,Montana,Billings,60,400,240000,60000,0.25,Outlet,Femenino,Vestir,2021,2,25
Kohl's,1189833,Midwest,Montana,Billings,40,575,230000,103500,0.45,Outlet,Masculino,Calzado,2021,2,26
Kohl's,1189833,Midwest,Montana,Billings,45.00000000000001,575,258750.00000000003,77625,0.3,Outlet,Masculino,Calzado,2021,2,27
Kohl's,1189833,Midwest,Montana,Billings,40,425,170000,76500,0.45,Outlet,Femenino,Calzado,2021,2,28
Kohl's,1189833,Midwest,Montana,Billings,40,425,170000,68000,0.39999999999999997,Outlet,Femenino,Calzado,2021,3,1
Kohl's,1189833,Midwest,Montana,Billings,54.99999999999999,375,206249.99999999997,123750,0.6000000000000001,Outlet,Masculino,Vestir,2021,3,2
Kohl's,1189833,Midwest,Montana,Billings,60,475,285000,71250,0.25,Outlet,Femenino,Vestir,2021,3,3
Kohl's,1189833,Midwest,Montana,Billings,45,675,303750,136687.5,0.45,Outlet,Masculino,Calzado,2021,3,4
Kohl's,1189833,Midwest,Montana,Billings,50,675,337500,101250,0.3,Outlet,Masculino,Calzado,2021,3,5
Kohl's,1189833,Midwest,Montana,Billings,45,475,213750,96187.5,0.45,Outlet,Femenino,Calzado,2021,3,6
Kohl's,1189833,Midwest,Montana,Billings,45,475,213750,85500,0.39999999999999997,Outlet,Femenino,Calzado,2021,3,7
Kohl's,1189833,Midwest,Montana,Billings,54.99999999999999,400,219999.99999999997,132000,0.6000000000000001,Outlet,Masculino,Vestir,2021,3,8
Kohl's,1189833,Midwest,Montana,Billings,60,500,300000,75000,0.25,Outlet,Femenino,Vestir,2021,3,9
Sports Direct,1197831,Midwest,Montana,Billings,20,700,140000,49000,0.35,Outlet,Masculino,Calzado,2021,3,10
Sports Direct,1197831,Midwest,Montana,Billings,30,700,210000,73500,0.35,Outlet,Masculino,Calzado,2021,3,11
Sports Direct,1197831,Midwest,Montana,Billings,30,500,150000,52500,0.35,Outlet,Femenino,Calzado,2021,3,12
Sports Direct,1197831,Midwest,Montana,Billings,35,500,175000,78750,0.45,Outlet,Femenino,Calzado,2021,3,13
Sports Direct,1197831,South,Tennessee,Knoxville,40,350,140000,42000,0.3,Outlet,Masculino,Vestir,2021,3,14
Sports Direct,1197831,South,Tennessee,Knoxville,35,500,175000,87500,0.5,Outlet,Femenino,Vestir,2021,3,15
Sports Direct,1197831,South,Tennessee,Knoxville,25,650,162500,56875,0.35,Outlet,Masculino,Calzado,2021,3,16
Sports Direct,1197831,South,Tennessee,Knoxville,35,625,218750,76562.5,0.35,Outlet,Masculino,Calzado,2021,3,17
Sports Direct,1197831,South,Tennessee,Knoxville,35,450,157500,55125,0.35,Outlet,Femenino,Calzado,2021,3,18
Sports Direct,1197831,South,Tennessee,Knoxville,35,400,140000,63000,0.45,Outlet,Femenino,Calzado,2021,3,19
Sports Direct,1197831,South,Tennessee,Knoxville,40,275,110000,33000,0.3,Outlet,Masculino,Vestir,2021,3,20
Sports Direct,1197831,South,Tennessee,Knoxville,35,475,166250,83125,0.5,Outlet,Femenino,Vestir,2021,3,21
Sports Direct,1197831,South,Tennessee,Knoxville,30,650,195000,78000,0.39999999999999997,Outlet,Masculino,Calzado,2021,3,22
Sports Direct,1197831,South,Tennessee,Knoxville,40,650,260000,103999.99999999999,0.39999999999999997,Outlet,Masculino,Calzado,2021,3,23
Sports Direct,1197831,South,Tennessee,Knoxville,30,475,142500,56999.99999999999,0.39999999999999997,Outlet,Femenino,Calzado,2021,3,24
Sports Direct,1197831,South,Tennessee,Knoxville,35,375,131250,65625,0.5,Outlet,Femenino,Calzado,2021,3,25
Sports Direct,1197831,South,Tennessee,Knoxville,40,275,110000,38500,0.35,Outlet,Masculino,Vestir,2021,3,26
Sports Direct,1197831,South,Tennessee,Knoxville,35,425,148750,81812.5,0.55,Outlet,Femenino,Vestir,2021,3,27
Sports Direct,1197831,South,Tennessee,Knoxville,20,675,135000,53999.99999999999,0.39999999999999997,Outlet,Masculino,Calzado,2021,3,28
Sports Direct,1197831,South,Tennessee,Knoxville,25.000000000000007,675,168750.00000000006,67500.00000000001,0.39999999999999997,Outlet,Masculino,Calzado,2021,3,29
Sports Direct,1197831,South,Tennessee,Knoxville,19.999999999999996,500,99999.99999999999,39999.99999999999,0.39999999999999997,Outlet,Femenino,Calzado,2021,3,30
Sports Direct,1197831,South,Tennessee,Knoxville,25.000000000000007,400,100000.00000000003,50000.000000000015,0.5,Outlet,Femenino,Calzado,2021,3,31
Sports Direct,1197831,South,Tennessee,Knoxville,30,300,90000,31499.999999999996,0.35,Outlet,Masculino,Vestir,2021,4,1
Sports Direct,1197831,South,Tennessee,Knoxville,25.000000000000007,575,143750.00000000003,79062.50000000003,0.55,Outlet,Femenino,Vestir,2021,4,2
Sports Direct,1197831,South,Tennessee,Knoxville,14.999999999999996,725,108749.99999999997,43499.999999999985,0.39999999999999997,Outlet,Masculino,Calzado,2021,4,3
Sports Direct,1197831,South,Tennessee,Knoxville,25.000000000000007,750,187500.00000000006,75000.00000000001,0.39999999999999997,Outlet,Masculino,Calzado,2021,4,4
Sports Direct,1197831,South,Tennessee,Knoxville,19.999999999999996,600,119999.99999999999,47999.99999999999,0.39999999999999997,Outlet,Femenino,Calzado,2021,4,5
Sports Direct,1197831,South,Tennessee,Knoxville,30.000000000000004,525,157500.00000000003,78750.00000000001,0.5,Outlet,Femenino,Calzado,2021,4,6
Sports Direct,1197831,South,Tennessee,Knoxville,45,425,191250,66937.5,0.35,Outlet,Masculino,Vestir,2021,4,7
Sports Direct,1197831,South,Tennessee,Knoxville,40,775,310000,170500,0.55,Outlet,Femenino,Vestir,2021,4,8
Sports Direct,1197831,South,Tennessee,Knoxville,40,775,310000,123999.99999999999,0.39999999999999997,Outlet,Masculino,Calzado,2021,4,9
Sports Direct,1197831,South,Tennessee,Knoxville,45,775,348750,139500,0.39999999999999997,Outlet,Masculino,Calzado,2021,4,10
Sports Direct,1197831,South,Tennessee,Knoxville,40,650,260000,103999.99999999999,0.39999999999999997,Outlet,Femenino,Calzado,2021,4,11
Sports Direct,1197831,South,Tennessee,Knoxville,40,600,240000,120000,0.5,Outlet,Femenino,Calzado,2021,4,12
Sports Direct,1197831,South,Tennessee,Knoxville,45,500,225000,78750,0.35,Outlet,Masculino,Vestir,2021,4,13
Sports Direct,1197831,South,Tennessee,Knoxville,50,875,437500,240625.00000000003,0.55,Outlet,Femenino,Vestir,2021,4,14
Sports Direct,1197831,South,Tennessee,Knoxville,40,825,330000,148499.99999999997,0.44999999999999996,Outlet,Masculino,Calzado,2021,4,15
Sports Direct,1197831,South,Tennessee,Knoxville,45,825,371250,167062.49999999997,0.44999999999999996,Outlet,Masculino,Calzado,2021,4,16
Sports Direct,1197831,South,Tennessee,Knoxville,40,975,390000,175499.99999999997,0.44999999999999996,Outlet,Femenino,Calzado,2021,4,17
Sports Direct,1197831,South,Tennessee,Knoxville,40,575,230000,126500.00000000001,0.55,Outlet,Femenino,Calzado,2021,4,18
Sports Direct,1197831,South,Tennessee,Knoxville,45,550,247500,98999.99999999999,0.39999999999999997,Outlet,Masculino,Vestir,2021,4,19
Sports Direct,1197831,South,Tennessee,Knoxville,54.99999999999999,825,453749.99999999994,272250,0.6000000000000001,Outlet,Femenino,Vestir,2021,4,20
Sports Direct,1197831,South,Tennessee,Knoxville,45,775,348750,156937.49999999997,0.44999999999999996,Outlet,Masculino,Calzado,2021,4,21
Sports Direct,1197831,South,Tennessee,Knoxville,55.00000000000001,775,426250.00000000006,191812.5,0.44999999999999996,Outlet,Masculino,Calzado,2021,4,22
Sports Direct,1197831,South,Tennessee,Knoxville,50,950,475000,213749.99999999997,0.44999999999999996,Outlet,Femenino,Calzado,2021,4,23
Sports Direct,1197831,South,Tennessee,Knoxville,45,475,213750,117562.50000000001,0.55,Outlet,Femenino,Calzado,2021,4,24
Sports Direct,1197831,South,Tennessee,Knoxville,50,475,237500,94999.99999999999,0.39999999999999997,Outlet,Masculino,Vestir,2021,4,25
Sports Direct,1197831,South,Tennessee,Knoxville,54.99999999999999,725,398749.99999999994,239250,0.6000000000000001,Outlet,Femenino,Vestir,2021,4,26
Sports Direct,1197831,South,Tennessee,Knoxville,50,675,337500,151874.99999999997,0.44999999999999996,Outlet,Masculino,Calzado,2021,4,27
Sports Direct,1197831,South,Tennessee,Knoxville,50,625,312500,140625,0.44999999999999996,Outlet,Masculino,Calzado,2021,4,28
Sports Direct,1197831,South,Tennessee,Knoxville,54.99999999999999,675,371249.99999999994,167062.49999999997,0.44999999999999996,Outlet,Femenino,Calzado,2021,4,29
Sports Direct,1197831,South,Tennessee,Knoxville,54.99999999999999,400,219999.99999999997,121000,0.55,Outlet,Femenino,Calzado,2021,4,30
Sports Direct,1197831,South,Tennessee,Knoxville,50,400,200000,80000,0.39999999999999997,Outlet,Masculino,Vestir,2021,5,1
Sports Direct,1197831,South,Tennessee,Knoxville,45,625,281250,168750.00000000003,0.6000000000000001,Outlet,Femenino,Vestir,2021,5,2
Sports Direct,1197831,South,Tennessee,Knoxville,35,575,201250,90562.49999999999,0.44999999999999996,Outlet,Masculino,Calzado,2021,5,3
Sports Direct,1197831,South,Tennessee,Knoxville,35,575,201250,90562.49999999999,0.44999999999999996,Outlet,Masculino,Calzado,2021,5,4
Sports Direct,1197831,South,Tennessee,Knoxville,40,525,210000,94499.99999999999,0.44999999999999996,Outlet,Femenino,Calzado,2021,5,5
Sports Direct,1197831,South,Tennessee,Knoxville,40,375,150000,82500,0.55,Outlet,Femenino,Calzado,2021,5,6
Sports Direct,1197831,South,Tennessee,Knoxville,35,350,122500,48999.99999999999,0.39999999999999997,Outlet,Masculino,Vestir,2021,5,7
Sports Direct,1197831,South,Tennessee,Knoxville,45,525,236250,141750.00000000003,0.6000000000000001,Outlet,Femenino,Vestir,2021,5,8
Sports Direct,1197831,South,Tennessee,Knoxville,30.000000000000004,675,202500.00000000003,91125,0.44999999999999996,Outlet,Masculino,Calzado,2021,5,9
Sports Direct,1197831,South,Tennessee,Knoxville,30.000000000000004,675,202500.00000000003,91125,0.44999999999999996,Outlet,Masculino,Calzado,2021,5,10
Sports Direct,1197831,South,Tennessee,Knoxville,55.00000000000001,600,330000.00000000006,148500,0.44999999999999996,Outlet,Femenino,Calzado,2021,5,11
Sports Direct,1197831,South,Tennessee,Knoxville,55.00000000000001,475,261250.00000000003,143687.50000000003,0.55,Outlet,Femenino,Calzado,2021,5,12
Sports Direct,1197831,South,Tennessee,Knoxville,54.99999999999999,450,247499.99999999997,98999.99999999999,0.39999999999999997,Outlet,Masculino,Vestir,2021,5,13
Sports Direct,1197831,South,Tennessee,Knoxville,65,650,422500,253500.00000000003,0.6000000000000001,Outlet,Femenino,Vestir,2021,5,14
Sports Direct,1197831,South,Tennessee,Knoxville,54.99999999999999,800,439999.99999999994,197999.99999999994,0.44999999999999996,Outlet,Masculino,Calzado,2021,5,15
Sports Direct,1197831,South,Tennessee,Knoxville,54.99999999999999,800,439999.99999999994,197999.99999999994,0.44999999999999996,Outlet,Masculino,Calzado,2021,5,16
Sports Direct,1197831,South,Tennessee,Knoxville,60,700,420000,188999.99999999997,0.44999999999999996,Outlet,Femenino,Calzado,2021,5,17
Sports Direct,1197831,South,Tennessee,Knoxville,60,550,330000,181500.00000000003,0.55,Outlet,Femenino,Calzado,2021,5,18
Sports Direct,1197831,South,Tennessee,Knoxville,54.99999999999999,500,274999.99999999994,109999.99999999997,0.39999999999999997,Outlet,Masculino,Vestir,2021,5,19
Sports Direct,1197831,South,Tennessee,Knoxville,65,750,487500,292500.00000000006,0.6000000000000001,Outlet,Femenino,Vestir,2021,5,20
Foot Locker,1185732,South,Tennessee,Knoxville,35,425,148750,59500,0.4,Outlet,Masculino,Calzado,2021,5,21
